 ,Signup_Date,Cancel_Date,Plan_Type,Country,Industry,Monthly_Recurring_Revenue,Total_Contract_Value,Payment_Method,Currency,Churned,Customer Status,Is_Active,Active Months,Churn_Reason,NPS_Score,NPS_Scrore_Clean,Support_Tickets_Opened,Acquisition_Channel,Is_Referral_Customer,Region,Cohort_Month,Column1
CUST0171,2023-07-05,,Pro,United States,HealthTech,79,948,Wire,USD,No,Active,1,11,Not Provided,,No Score,0,Organic,No,Africa,2023-07,
CUST0172,2023-03-28,,Basic,United States,Marketing,29,435,Wire,EUR,No,Active,1,15,Not Provided,5,5,2,Referral,No,North America,2023-03,
CUST0173,2023-02-13,2023-04-08,Pro,Australia,Real Estate,79,79,PayPal,GBP,Yes,Churned,0,1,Pricing,,No Score,0,Organic,No,Asia,2023-02,
CUST0174,2023-10-21,2023-12-27,Pro,Germany,Fintech,79,158,Wire,EUR,Yes,Churned,0,2,Pricing,,No Score,0,Paid,No,Other,2023-10,
CUST0175,2023-05-22,,Pro,Canada,Marketing,79,1027,PayPal,GBP,No,Active,1,13,Not Provided,,No Score,1,Paid,No,Other,2023-05,
CUST0176,2023-01-05,2024-04-13,Basic,Germany,EdTech,29,435,Card,GBP,Yes,Churned,0,15,Switched to Competitor,0,0,0,Referral,No,Europe,2023-01,
CUST0177,2024-03-23,,Pro,Nigeria,Fintech,79,237,PayPal,EUR,No,Active,1,3,Not Provided,,No Score,1,Referral,Yes,North America,2024-03,
CUST0178,2023-01-31,2023-10-27,Pro,India,EdTech,79,632,Card,EUR,Yes,Churned,0,8,Switched to Competitor,,No Score,2,Paid,No,Asia,2023-01,
CUST0179,2023-07-09,2024-05-28,Pro,India,Real Estate,79,790,Card,USD,Yes,Churned,0,10,Pricing,0,0,0,Paid,No,Asia,2023-07,
CUST0180,2023-09-25,2023-11-15,Pro,United States,Real Estate,79,79,PayPal,GBP,Yes,Churned,0,1,Switched to Competitor,,No Score,1,Referral,No,Asia,2023-09,
CUST0181,2024-03-06,2024-06-02,Basic,United Kingdom,Real Estate,29,58,Wire,USD,Yes,Churned,0,2,Switched to Competitor,,No Score,2,Organic,No,Asia,2024-03,
CUST0182,2024-01-18,,Pro,United States,E-commerce,79,395,PayPal,GBP,No,Active,1,5,Not Provided,,No Score,0,Organic,No,Africa,2024-01,
CUST0183,2023-11-05,,Pro,United States,EdTech,79,553,Card,GBP,No,Active,1,7,Not Provided,,No Score,0,Organic,No,Other,2023-11,
CUST0184,2024-01-18,,Enterprise,United States,Real Estate,199,995,PayPal,GBP,No,Active,1,5,Not Provided,,No Score,0,Organic,No,Africa,2024-01,
CUST0185,2023-07-17,,Basic,United Kingdom,Real Estate,29,319,Wire,GBP,No,Active,1,11,Not Provided,9,9,0,Paid,No,North America,2023-07,
CUST0186,2023-09-02,2024-05-19,Basic,Nigeria,Fintech,29,232,Card,USD,Yes,Churned,0,8,Pricing,4,4,0,Organic,No,Africa,2023-09,
CUST0187,2024-04-02,2024-06-30,Basic,Nigeria,Marketing,29,58,PayPal,USD,Yes,Churned,0,2,Bugs,,No Score,1,Organic,Yes,Europe,2024-04,
CUST0188,2024-04-10,,Basic,United States,EdTech,29,58,Wire,GBP,No,Active,1,2,Not Provided,6,6,1,Organic,No,North America,2024-04,
CUST0189,2023-03-06,,Enterprise,United States,EdTech,199,3184,Wire,USD,No,Active,1,15,Not Provided,2,2,1,Partnership,No,Other,2023-03,
CUST0190,2023-09-07,2024-01-12,Basic,Canada,Real Estate,29,116,Wire,USD,Yes,Churned,0,4,Bugs,4,4,0,Organic,No,Europe,2023-09,
CUST0191,2023-09-15,,Pro,United States,E-commerce,79,711,PayPal,USD,No,Active,1,9,Not Provided,10,10,1,Organic,No,North America,2023-09,
CUST0192,2023-11-21,,Basic,Australia,Real Estate,29,203,Wire,EUR,No,Active,1,7,Not Provided,8,8,1,Partnership,No,North America,2023-11,
CUST0193,2023-04-09,2023-10-17,Basic,United Kingdom,Real Estate,29,174,Wire,USD,Yes,Churned,0,6,No Value,3,3,0,Organic,No,Other,2023-04,
CUST0194,2024-03-14,,Enterprise,Nigeria,Real Estate,199,597,Wire,USD,No,Active,1,3,Not Provided,,No Score,0,Organic,No,Africa,2024-03,
CUST0195,2023-06-18,,Basic,Australia,Fintech,29,348,PayPal,USD,No,Active,1,12,Not Provided,1,1,0,Paid,No,North America,2023-06,
CUST0196,2023-07-03,,Enterprise,United Kingdom,Real Estate,199,2388,PayPal,GBP,No,Active,1,11,Not Provided,10,10,0,Paid,No,Asia,2023-07,
CUST0197,2023-08-30,2024-03-12,Enterprise,Australia,Marketing,199,1194,Wire,USD,Yes,Churned,0,6,Switched to Competitor,2,2,0,Paid,Yes,North America,2023-08,
CUST0198,2023-07-01,,Pro,Canada,Marketing,79,948,Card,EUR,No,Active,1,11,Not Provided,,No Score,0,Paid,Yes,Europe,2023-07,
CUST0199,2023-10-31,,Basic,Nigeria,Fintech,29,232,PayPal,EUR,No,Active,1,7,Not Provided,0,0,1,Organic,No,Other,2023-10,
CUST0200,2023-07-16,2024-04-23,Basic,Nigeria,EdTech,29,261,PayPal,GBP,Yes,Churned,0,9,No Value,,No Score,0,Organic,No,Asia,2023-07,
CUST0201,2023-04-26,,Pro,United States,Marketing,79,1106,Wire,EUR,No,Active,1,14,Not Provided,4,4,0,Organic,No,Europe,2023-04,
CUST0202,2023-11-24,,Basic,United States,Fintech,29,203,Card,EUR,No,Active,1,7,Not Provided,,No Score,3,Organic,No,Africa,2023-11,
CUST0203,2023-06-10,,Basic,United States,Fintech,29,348,PayPal,USD,No,Active,1,12,Not Provided,,No Score,1,Organic,No,Other,2023-06,
CUST0204,2024-05-10,2024-06-22,Basic,United States,EdTech,29,29,Card,EUR,Yes,Churned,0,1,No Value,,No Score,4,Paid,Yes,Africa,2024-05,
CUST0205,2023-08-14,,Basic,United States,E-commerce,29,290,PayPal,EUR,No,Active,1,10,Not Provided,8,8,1,Partnership,Yes,North America,2023-08,
CUST0206,2023-03-04,2023-10-15,Enterprise,Canada,Real Estate,199,1393,Wire,USD,Yes,Churned,0,7,Switched to Competitor,,No Score,1,Referral,No,Africa,2023-03,
CUST0207,2024-02-03,2024-05-18,Pro,Nigeria,E-commerce,79,237,Card,EUR,Yes,Churned,0,3,Bugs,10,10,0,Organic,No,North America,2024-02,
CUST0208,2023-04-12,2024-05-26,Enterprise,Nigeria,Marketing,199,2587,PayPal,USD,Yes,Churned,0,13,Switched to Competitor,,No Score,1,Paid,No,Europe,2023-04,
CUST0209,2024-04-24,,Pro,United States,Marketing,79,158,Card,USD,No,Active,1,2,Not Provided,5,5,0,Partnership,No,North America,2024-04,
CUST0210,2023-04-25,2023-12-24,Enterprise,India,Fintech,199,1592,PayPal,GBP,Yes,Churned,0,7,Pricing,0,0,1,Organic,Yes,Other,2023-04,
CUST0211,2023-08-23,,Pro,Canada,Fintech,79,790,PayPal,USD,No,Active,1,10,Not Provided,,No Score,0,Partnership,No,Europe,2023-08,
CUST0212,2023-09-13,,Enterprise,India,E-commerce,199,1791,PayPal,USD,No,Active,1,9,Not Provided,5,5,0,Organic,No,Asia,2023-09,
CUST0213,2024-04-28,2024-05-30,Basic,United States,EdTech,29,29,PayPal,GBP,Yes,Churned,0,1,Switched to Competitor,,No Score,0,Paid,No,Other,2024-04,
CUST0214,2023-01-20,2024-03-19,Basic,United States,HealthTech,29,406,Wire,USD,Yes,Churned,0,13,Switched to Competitor,4,4,0,Organic,No,North America,2023-01,
CUST0215,2023-10-26,,Basic,United States,EdTech,29,232,Wire,GBP,No,Active,1,8,Not Provided,,No Score,0,Referral,No,Asia,2023-10,
CUST0216,2024-04-27,2024-06-29,Basic,Australia,Fintech,29,58,Wire,USD,Yes,Churned,0,2,No Value,,No Score,0,Paid,No,Other,2024-04,
CUST0217,2023-02-07,,Enterprise,Canada,E-commerce,199,3184,Wire,EUR,No,Active,1,16,Not Provided,,No Score,1,Organic,No,North America,2023-02,
CUST0218,2023-12-15,,Basic,United Kingdom,E-commerce,29,174,Card,EUR,No,Active,1,6,Not Provided,2,2,0,Organic,No,Europe,2023-12,
CUST0219,2023-03-06,,Pro,United States,EdTech,79,1264,PayPal,USD,No,Active,1,15,Not Provided,7,7,1,Paid,No,Africa,2023-03,
CUST0220,2023-10-16,,Pro,United States,Marketing,79,632,Wire,EUR,No,Active,1,8,Not Provided,10,10,4,Partnership,No,North America,2023-10,
CUST0221,2023-10-26,,Pro,United States,Marketing,79,632,Wire,USD,No,Active,1,8,Not Provided,,No Score,1,Organic,No,Africa,2023-10,
CUST0222,2024-04-01,2024-05-31,Basic,Canada,EdTech,29,58,PayPal,GBP,Yes,Churned,0,1,Bugs,9,9,1,Referral,No,Europe,2024-04,
CUST0223,2023-06-15,2023-11-07,Basic,United Kingdom,EdTech,29,116,Card,EUR,Yes,Churned,0,4,Bugs,2,2,1,Paid,No,Asia,2023-06,
CUST0224,2023-12-17,,Basic,United Kingdom,Fintech,29,174,PayPal,USD,No,Active,1,6,Not Provided,,No Score,1,Organic,Yes,Europe,2023-12,
CUST0225,2023-12-25,,Basic,India,EdTech,29,174,Wire,EUR,No,Active,1,6,Not Provided,10,10,1,Organic,No,Other,2023-12,
CUST0226,2024-01-27,,Basic,Germany,EdTech,29,145,Wire,EUR,No,Active,1,5,Not Provided,,No Score,0,Paid,No,North America,2024-01,
CUST0227,2023-09-24,2023-12-21,Pro,India,Fintech,79,158,Card,USD,Yes,Churned,0,2,Bugs,3,3,0,Paid,Yes,Other,2023-09,
CUST0228,2023-01-26,,Basic,United States,HealthTech,29,493,Card,USD,No,Active,1,17,Not Provided,6,6,0,Organic,No,Africa,2023-01,
CUST0229,2024-03-16,,Pro,United States,EdTech,79,237,Wire,USD,No,Active,1,3,Not Provided,3,3,2,Partnership,No,North America,2024-03,
CUST0230,2023-01-14,,Basic,Germany,E-commerce,29,493,Card,EUR,No,Active,1,17,Not Provided,,No Score,0,Organic,No,Other,2023-01,
CUST0231,2023-02-11,,Basic,India,EdTech,29,464,Wire,USD,No,Active,1,16,Not Provided,9,9,0,Referral,No,Europe,2023-02,
CUST0232,2023-02-03,,Basic,Canada,HealthTech,29,493,PayPal,GBP,No,Active,1,16,Not Provided,9,9,2,Organic,No,Asia,2023-02,
CUST0233,2023-08-08,,Basic,United States,Fintech,29,290,Wire,USD,No,Active,1,10,Not Provided,,No Score,2,Paid,No,Africa,2023-08,
CUST0234,2023-01-09,2023-09-30,Pro,India,EdTech,79,632,Wire,USD,Yes,Churned,0,8,Bugs,5,5,0,Paid,No,Europe,2023-01,
CUST0235,2024-05-12,,Pro,Germany,Fintech,79,79,PayPal,USD,No,Active,1,1,Not Provided,,No Score,1,Organic,No,North America,2024-05,
CUST0236,2023-05-27,,Enterprise,Canada,EdTech,199,2587,Card,USD,No,Active,1,13,Not Provided,4,4,1,Paid,Yes,Other,2023-05,
CUST0237,2023-02-22,,Pro,Australia,E-commerce,79,1264,PayPal,EUR,No,Active,1,16,Not Provided,,No Score,2,Organic,No,Asia,2023-02,
CUST0238,2023-08-22,2023-10-06,Basic,United States,EdTech,29,29,PayPal,EUR,Yes,Churned,0,1,Pricing,,No Score,1,Paid,No,Africa,2023-08,
CUST0239,2023-12-31,2024-04-27,Pro,United States,EdTech,79,237,Wire,EUR,Yes,Churned,0,3,Pricing,,No Score,0,Organic,Yes,Other,2023-12,
CUST0240,2023-05-13,,Pro,United States,Marketing,79,1027,Wire,USD,No,Active,1,13,Not Provided,4,4,0,Referral,Yes,Europe,2023-05,
CUST0241,2023-06-30,,Pro,United Kingdom,Marketing,79,948,Wire,EUR,No,Active,1,12,Not Provided,1,1,1,Paid,Yes,Asia,2023-06,
CUST0242,2023-09-17,,Basic,United States,HealthTech,29,261,Wire,GBP,No,Active,1,9,Not Provided,9,9,0,Organic,No,North America,2023-09,
CUST0243,2023-07-06,2023-09-11,Pro,India,E-commerce,79,158,Wire,EUR,Yes,Churned,0,2,Bugs,0,0,0,Organic,No,Other,2023-07,
CUST0244,2023-08-27,,Pro,United States,EdTech,79,790,Card,GBP,No,Active,1,10,Not Provided,2,2,2,Partnership,No,Africa,2023-08,
CUST0245,2024-03-21,,Basic,Canada,HealthTech,29,87,Wire,GBP,No,Active,1,3,Not Provided,0,0,2,Organic,No,Other,2024-03,
CUST0246,2024-04-14,,Pro,Germany,Fintech,79,158,Wire,GBP,No,Active,1,2,Not Provided,,No Score,1,Paid,Yes,Other,2024-04,
CUST0247,2024-02-21,,Basic,United States,Fintech,29,116,Card,GBP,No,Active,1,4,Not Provided,,No Score,1,Referral,No,Other,2024-02,
CUST0248,2023-08-16,,Pro,United Kingdom,Marketing,79,790,Wire,USD,No,Active,1,10,Not Provided,7,7,2,Organic,No,Africa,2023-08,
CUST0249,2023-02-09,,Basic,Australia,Real Estate,29,464,PayPal,USD,No,Active,1,16,Not Provided,,No Score,0,Referral,No,Asia,2023-02,
CUST0250,2024-03-03,,Pro,Germany,Real Estate,79,237,PayPal,EUR,No,Active,1,3,Not Provided,,No Score,1,Referral,No,Asia,2024-03,
CUST0251,2023-12-17,,Basic,Nigeria,Fintech,29,174,PayPal,EUR,No,Active,1,6,Not Provided,10,10,1,Paid,No,Africa,2023-12,
CUST0252,2023-01-24,2023-10-08,Basic,Nigeria,HealthTech,29,232,Card,EUR,Yes,Churned,0,8,Switched to Competitor,2,2,2,Organic,No,Europe,2023-01,
CUST0253,2024-01-05,2024-06-08,Pro,Canada,Fintech,79,395,Wire,GBP,Yes,Churned,0,5,Pricing,,No Score,1,Referral,No,North America,2024-01,
CUST0254,2023-07-07,2024-05-08,Basic,Canada,Fintech,29,290,PayPal,EUR,Yes,Churned,0,10,Not Provided,3,3,3,Organic,No,Africa,2023-07,
CUST0255,2024-05-09,,Enterprise,Canada,HealthTech,199,199,Card,EUR,No,Active,1,1,Not Provided,1,1,0,Referral,No,Asia,2024-05,
CUST0256,2023-11-12,2024-01-16,Pro,United States,E-commerce,79,158,Wire,EUR,Yes,Churned,0,2,Switched to Competitor,,No Score,0,Paid,No,North America,2023-11,
CUST0257,2024-02-01,,Pro,Australia,Real Estate,79,395,Card,EUR,No,Active,1,4,Not Provided,,No Score,1,Organic,No,Other,2024-02,
CUST0258,2023-07-28,,Enterprise,United States,Real Estate,199,2189,PayPal,USD,No,Active,1,11,Not Provided,,No Score,2,Paid,No,Africa,2023-07,
CUST0259,2023-09-27,,Enterprise,India,E-commerce,199,1791,Wire,GBP,No,Active,1,9,Not Provided,,No Score,1,Partnership,No,Asia,2023-09,
CUST0260,2023-03-14,,Enterprise,United States,HealthTech,199,2985,PayPal,GBP,No,Active,1,15,Not Provided,3,3,0,Referral,No,North America,2023-03,
CUST0261,2024-01-28,,Pro,Australia,Real Estate,79,395,Wire,EUR,No,Active,1,5,Not Provided,,No Score,1,Paid,No,Asia,2024-01,
CUST0262,2023-08-17,,Pro,Germany,HealthTech,79,790,PayPal,GBP,No,Active,1,10,Not Provided,,No Score,2,Referral,Yes,Other,2023-08,
CUST0263,2023-10-25,2024-05-20,Basic,United Kingdom,E-commerce,29,174,PayPal,GBP,Yes,Churned,0,6,Not Provided,,No Score,0,Partnership,Yes,Other,2023-10,
CUST0264,2024-03-17,,Pro,United States,E-commerce,79,237,Wire,GBP,No,Active,1,3,Not Provided,1,1,0,Organic,No,Other,2024-03,
CUST0265,2024-03-18,2024-05-17,Pro,United Kingdom,Fintech,79,158,Wire,EUR,Yes,Churned,0,1,Other,7,7,1,Referral,No,North America,2024-03,
CUST0266,2023-06-08,2024-02-12,Enterprise,United States,Marketing,199,1592,Wire,EUR,Yes,Churned,0,8,Other,5,5,2,Organic,No,Europe,2023-06,
CUST0267,2024-05-14,,Basic,United Kingdom,Marketing,29,29,Card,USD,No,Active,1,1,Not Provided,,No Score,1,Organic,No,Africa,2024-05,
CUST0268,2023-03-26,,Basic,Australia,EdTech,29,435,Wire,USD,No,Active,1,15,Not Provided,5,5,1,Referral,No,Europe,2023-03,
CUST0269,2023-11-14,,Pro,United Kingdom,Marketing,79,553,Card,GBP,No,Active,1,7,Not Provided,9,9,0,Organic,No,North America,2023-11,
CUST0270,2024-05-06,,Basic,Canada,Real Estate,29,29,Card,USD,No,Active,1,1,Not Provided,7,7,1,Paid,No,Africa,2024-05,
CUST0271,2023-07-09,,Basic,United States,Real Estate,29,319,PayPal,USD,No,Active,1,11,Not Provided,,No Score,2,Referral,No,North America,2023-07,
CUST0272,2023-10-04,,Enterprise,Germany,E-commerce,199,1791,Wire,GBP,No,Active,1,8,Not Provided,,No Score,2,Paid,No,Asia,2023-10,
CUST0273,2024-03-14,2024-06-21,Pro,United States,Fintech,79,237,Wire,USD,Yes,Churned,0,3,Pricing,5,5,1,Paid,No,North America,2024-03,
CUST0274,2024-02-08,2024-06-28,Enterprise,Canada,EdTech,199,796,PayPal,USD,Yes,Churned,0,4,Pricing,8,8,0,Organic,No,North America,2024-02,
CUST0275,2023-08-23,2023-10-28,Pro,India,Fintech,79,158,Card,GBP,Yes,Churned,0,2,Pricing,3,3,0,Referral,No,Other,2023-08,
CUST0276,2023-08-18,,Basic,United Kingdom,HealthTech,29,290,Card,GBP,No,Active,1,10,Not Provided,7,7,0,Referral,Yes,Europe,2023-08,
CUST0277,2023-02-17,,Pro,India,E-commerce,79,1264,Card,USD,No,Active,1,16,Not Provided,1,1,1,Paid,No,Other,2023-02,
CUST0278,2024-02-17,,Enterprise,Nigeria,Fintech,199,796,Wire,GBP,No,Active,1,4,Not Provided,3,3,1,Organic,No,North America,2024-02,
CUST0279,2023-12-28,,Basic,United States,Fintech,29,174,Card,USD,No,Active,1,6,Not Provided,,No Score,2,Organic,No,Other,2023-12,
CUST0280,2024-04-24,,Pro,India,EdTech,79,158,Card,EUR,No,Active,1,2,Not Provided,6,6,1,Organic,No,Other,2024-04,
CUST0281,2023-06-12,2024-05-12,Basic,Canada,EdTech,29,319,PayPal,USD,Yes,Churned,0,11,Pricing,7,7,3,Organic,No,Europe,2023-06,
CUST0282,2024-05-11,,Basic,Germany,Fintech,29,29,PayPal,USD,No,Active,1,1,Not Provided,9,9,1,Referral,No,North America,2024-05,
CUST0283,2023-10-04,2024-01-25,Pro,United States,HealthTech,79,237,PayPal,EUR,Yes,Churned,0,3,Not Provided,1,1,1,Paid,Yes,Other,2023-10,
CUST0284,2023-04-26,,Basic,United States,HealthTech,29,406,PayPal,USD,No,Active,1,14,Not Provided,8,8,1,Organic,No,Asia,2023-04,
CUST0285,2023-03-02,,Pro,United Kingdom,EdTech,79,1264,PayPal,USD,No,Active,1,15,Not Provided,,No Score,0,Organic,Yes,North America,2023-03,
CUST0286,2024-05-26,2024-06-29,Enterprise,India,Fintech,199,199,PayPal,EUR,Yes,Churned,0,1,No Value,,No Score,1,Paid,Yes,Africa,2024-05,
CUST0287,2023-01-04,,Pro,Nigeria,Marketing,79,1422,PayPal,EUR,No,Active,1,17,Not Provided,,No Score,0,Referral,No,North America,2023-01,
CUST0288,2024-03-21,,Pro,Nigeria,Fintech,79,237,Wire,GBP,No,Active,1,3,Not Provided,6,6,1,Referral,No,Asia,2024-03,
CUST0289,2023-12-03,2024-06-26,Pro,United Kingdom,Marketing,79,474,Wire,USD,Yes,Churned,0,6,Other,,No Score,1,Organic,No,North America,2023-12,
CUST0290,2023-12-30,2024-02-07,Basic,United States,EdTech,29,29,PayPal,EUR,Yes,Churned,0,1,Bugs,4,4,0,Paid,No,Europe,2023-12,
CUST0291,2023-08-04,,Basic,Australia,Real Estate,29,319,Wire,EUR,No,Active,1,10,Not Provided,9,9,0,Paid,No,Asia,2023-08,
CUST0292,2023-09-16,,Basic,United States,Fintech,29,261,Card,EUR,No,Active,1,9,Not Provided,7,7,2,Referral,Yes,Asia,2023-09,
CUST0293,2023-08-12,,Pro,United Kingdom,HealthTech,79,790,Wire,USD,No,Active,1,10,Not Provided,4,4,1,Referral,No,Asia,2023-08,
CUST0294,2023-08-11,,Basic,India,Fintech,29,290,Wire,USD,No,Active,1,10,Not Provided,,No Score,0,Referral,No,Europe,2023-08,
CUST0295,2023-06-18,,Enterprise,Germany,HealthTech,199,2388,Wire,GBP,No,Active,1,12,Not Provided,2,2,1,Referral,No,Asia,2023-06,
CUST0296,2024-05-11,,Basic,Canada,E-commerce,29,29,Card,USD,No,Active,1,1,Not Provided,,No Score,0,Organic,No,North America,2024-05,
CUST0297,2023-09-08,,Basic,Canada,E-commerce,29,261,Card,USD,No,Active,1,9,Not Provided,,No Score,2,Partnership,Yes,Other,2023-09,
CUST0298,2023-06-20,,Basic,Nigeria,Real Estate,29,348,Card,USD,No,Active,1,12,Not Provided,,No Score,3,Paid,No,Africa,2023-06,
CUST0299,2023-06-22,2024-02-21,Basic,United States,Marketing,29,232,PayPal,EUR,Yes,Churned,0,7,Switched to Competitor,3,3,0,Paid,No,Asia,2023-06,
CUST0300,2024-01-30,,Enterprise,United States,E-commerce,199,995,PayPal,GBP,No,Active,1,5,Not Provided,2,2,1,Organic,Yes,Asia,2024-01,
CUST0301,2024-01-03,2024-05-19,Pro,United States,Real Estate,79,316,Card,GBP,Yes,Churned,0,4,No Value,,No Score,1,Paid,No,Other,2024-01,
CUST0302,2024-04-04,,Basic,United States,Marketing,29,58,Card,USD,No,Active,1,2,Not Provided,,No Score,1,Paid,No,North America,2024-04,
CUST0303,2023-10-28,2024-02-23,Basic,United States,Marketing,29,87,Card,USD,Yes,Churned,0,3,Bugs,,No Score,0,Referral,No,Asia,2023-10,
CUST0304,2023-06-14,,Pro,Nigeria,Real Estate,79,948,Card,USD,No,Active,1,12,Not Provided,,No Score,0,Paid,No,North America,2023-06,
CUST0305,2023-08-31,,Basic,United States,E-commerce,29,290,Card,GBP,No,Active,1,9,Not Provided,,No Score,1,Paid,Yes,North America,2023-08,
CUST0306,2023-01-03,,Enterprise,India,Real Estate,199,3582,Wire,USD,No,Active,1,17,Not Provided,4,4,0,Referral,No,Africa,2023-01,
CUST0307,2023-04-17,,Basic,United States,EdTech,29,406,Wire,EUR,No,Active,1,14,Not Provided,7,7,1,Referral,No,Africa,2023-04,
CUST0308,2023-08-12,,Pro,United States,Real Estate,79,790,Card,USD,No,Active,1,10,Not Provided,,No Score,1,Organic,No,Other,2023-08,
CUST0309,2023-10-29,2024-05-30,Basic,Germany,Marketing,29,203,PayPal,GBP,Yes,Churned,0,7,No Value,,No Score,0,Referral,Yes,Asia,2023-10,
CUST0310,2024-05-06,,Pro,India,Marketing,79,79,PayPal,USD,No,Active,1,1,Not Provided,3,3,0,Organic,No,Other,2024-05,
CUST0311,2024-02-26,,Enterprise,India,EdTech,199,796,Card,USD,No,Active,1,4,Not Provided,,No Score,1,Organic,No,Africa,2024-02,
CUST0312,2024-01-23,,Pro,United States,HealthTech,79,395,Wire,EUR,No,Active,1,5,Not Provided,,No Score,1,Partnership,No,North America,2024-01,
CUST0313,2024-03-25,2024-05-20,Enterprise,Germany,HealthTech,199,199,PayPal,USD,Yes,Churned,0,1,No Value,,No Score,0,Referral,Yes,Other,2024-03,
CUST0314,2023-12-31,,Pro,United Kingdom,HealthTech,79,474,Card,USD,No,Active,1,5,Not Provided,,No Score,0,Paid,Yes,Other,2023-12,
CUST0315,2023-04-30,,Basic,United States,Real Estate,29,406,Card,EUR,No,Active,1,14,Not Provided,,No Score,0,Referral,No,Other,2023-04,
CUST0316,2023-04-18,,Pro,India,EdTech,79,1106,Wire,USD,No,Active,1,14,Not Provided,1,1,2,Referral,No,Europe,2023-04,
CUST0317,2023-06-04,2024-02-12,Basic,United States,EdTech,29,232,Wire,GBP,Yes,Churned,0,8,Other,,No Score,0,Paid,Yes,Africa,2023-06,
CUST0318,2023-01-12,,Basic,Canada,EdTech,29,493,PayPal,GBP,No,Active,1,17,Not Provided,0,0,2,Partnership,No,Other,2023-01,
CUST0319,2023-06-06,,Pro,Nigeria,Fintech,79,1027,Wire,GBP,No,Active,1,12,Not Provided,,No Score,1,Partnership,No,Africa,2023-06,
CUST0320,2023-10-18,,Basic,Nigeria,Real Estate,29,232,Wire,GBP,No,Active,1,8,Not Provided,,No Score,3,Referral,No,Europe,2023-10,
CUST0321,2023-01-05,2023-07-19,Enterprise,Nigeria,E-commerce,199,1194,PayPal,EUR,Yes,Churned,0,6,Bugs,,No Score,0,Referral,No,North America,2023-01,
CUST0322,2023-01-22,2023-05-21,Pro,United Kingdom,HealthTech,79,237,Card,GBP,Yes,Churned,0,3,Pricing,9,9,2,Paid,No,Africa,2023-01,
CUST0323,2023-06-17,,Pro,United States,Marketing,79,948,Card,EUR,No,Active,1,12,Not Provided,9,9,0,Paid,Yes,Asia,2023-06,
CUST0324,2023-09-06,,Basic,Australia,HealthTech,29,261,PayPal,USD,No,Active,1,9,Not Provided,1,1,0,Paid,No,Asia,2023-09,
CUST0325,2023-02-23,2023-08-21,Enterprise,Germany,E-commerce,199,995,Wire,GBP,Yes,Churned,0,5,Pricing,,No Score,0,Referral,No,North America,2023-02,
CUST0326,2023-12-28,,Pro,Canada,Marketing,79,474,Wire,USD,No,Active,1,6,Not Provided,1,1,0,Paid,No,Other,2023-12,
CUST0327,2024-01-06,2024-03-01,Basic,United States,EdTech,29,29,PayPal,EUR,Yes,Churned,0,1,Not Provided,1,1,0,Organic,No,Africa,2024-01,
CUST0328,2023-09-15,,Pro,Australia,EdTech,79,711,PayPal,USD,No,Active,1,9,Not Provided,,No Score,0,Organic,Yes,Africa,2023-09,
CUST0329,2023-10-18,,Pro,India,Fintech,79,632,Wire,EUR,No,Active,1,8,Not Provided,1,1,0,Organic,No,Europe,2023-10,
CUST0330,2023-08-12,,Pro,India,HealthTech,79,790,PayPal,GBP,No,Active,1,10,Not Provided,,No Score,0,Organic,Yes,North America,2023-08,
CUST0331,2023-12-31,,Enterprise,United States,E-commerce,199,1194,PayPal,USD,No,Active,1,5,Not Provided,7,7,1,Organic,No,Africa,2023-12,
CUST0332,2023-06-15,,Enterprise,Nigeria,Fintech,199,2388,PayPal,GBP,No,Active,1,12,Not Provided,6,6,2,Paid,No,North America,2023-06,
CUST0333,2023-10-22,,Basic,United States,HealthTech,29,232,Wire,GBP,No,Active,1,8,Not Provided,,No Score,0,Paid,No,Other,2023-10,
CUST0334,2023-11-13,,Pro,India,Fintech,79,553,Wire,USD,No,Active,1,7,Not Provided,10,10,1,Referral,No,Africa,2023-11,
CUST0335,2023-07-07,2024-01-20,Enterprise,India,Marketing,199,1194,PayPal,GBP,Yes,Churned,0,6,Bugs,9,9,0,Organic,No,Asia,2023-07,
CUST0336,2023-11-07,,Enterprise,Germany,Real Estate,199,1393,Card,GBP,No,Active,1,7,Not Provided,6,6,1,Organic,No,Europe,2023-11,
CUST0337,2023-10-20,,Pro,United States,Fintech,79,632,Card,USD,No,Active,1,8,Not Provided,,No Score,1,Organic,No,Other,2023-10,
CUST0338,2024-04-04,2024-06-25,Basic,Australia,EdTech,29,58,PayPal,GBP,Yes,Churned,0,2,Not Provided,,No Score,0,Paid,No,North America,2024-04,
